name,category,review.point,price,description
"inchmurrin 12 year old, 46%",Single Malt Scotch,82,52,"matured in a mixture of bourbon, refill, and recharred casks. ripe peaches, malt, and vanilla on the nose, with a hint of linseed oil. oily on the palate, with more peaches, plus quite dark spices, backed by creamy vanilla. medium in length, spicy, with emerging dry oak notes. £36"
"murray mcdavid (distilled at isle of jura, 1989) 13 year old, 46%",Single Malt Scotch,82,48,"gold color. aroma of vanilla, honeyed malt, subtle marshmallow, with background herbal, hay-like notes. light and creamy in body. creamy, malty, vanilla notes in flavor-honey sweet initially, but eventually drying out towards the finish, with soft herbal, grassy, hay notes. 
"
"laphroaig select, 40%",Single Malt Scotch,82,59,"a new, no age statement addition to the laphroaig family that blends together quarter cask, px, triple wood, and 10 year old. the nose is reminiscent of freshly-treated decking, before some classic iodine creeps in. water brings out geranium, pollen, and damp leather. the palate is simple, clean, and mild (and smoky), with bay leaf, light dried fruit, and that oily wood. undoubtedly there's a lot going on, but it’s not married, and 40% means it lacks the necessary wallop. £35"
"lombard 'jewels of scotland' (distilled at lochside), 1981 vintage, 50%",Single Malt Scotch,82,100,"lochside closed in 1992 and its whisky will become increasingly difficult to find. very fragrant and quite fruity, with lemon, raspberry, red currant, and plum on the nose. it starts out clean and fruity on the palate too, with a gentle maltiness, but this is quickly taken over by dominant toffee and caramel. a nice lochside whisky, which could have been even better with a little less toffee on the finish. 
"
"distillery select 'croftengea' (distilled at loch lomond), cask #1, 10 year old, 45%",Single Malt Scotch,82,65,"when compared to craiglodge, reviewed above, this whisky is more intensely smoky, tarry, and youthful on the palate. the other flavors, while in the same vein as craiglodge, are more reserved (or perhaps more greatly overshadowed by the peat). if your intent is full-throttle peat, this is your whisky. if you want variety on the palate, go for the craiglodge. 
"
"longrow, 10 year old, 50%",Single Malt Scotch,82,120,"this peated expression of springbank is fresh, powerful, and unbridled. a brief, gristy, sweet malt intro quickly becomes quite aggressive, with an attack of tar, damp peat, kippers, mustard seed, spanish olives, and poire williams. the sweetness emerges again briefly, before succumbing to an assertive, fiery finish. 
"
"adelphi (distilled at longmorn) 20 year old 1992, 55.1%",Single Malt Scotch,82,124,"with longmorn, you are always looking for a dense, sweet fruitiness. this doesn’t disappoint on the nose, where there’s moist compacted fruitcake with marzipan, brazil nut, glacé cherry, a hint of tobacco, then hard toffee. the palate is soft to start but then an overly firm grip and slightly bitter edges come through. though water improves it, the oak is slightly too dominant. that said, the nose is superb. £80 "
"macallan 12 year old, 40%",Single Malt Scotch,82,53,"it’s young macallan. there’s a hint of sulfur (from distillate rather than cask), then wet leather, brazil nut, muesli, dried pineapple, and raisin; even a little rubber, suggestive of youth. that can’t hide the fact that this is a big, deep, oily dram. water makes it considerably more coherent, showing a substantial, thick palate with some licorice. ripe, but you can’t help feeling that 12 is a little young for this slow-maturing distillate."
"connoisseurs choice (distilled at mannochmore), 15 year old, 1990 vintage, 46%",Single Malt Scotch,82,65,"fragrant aromas of ripe barley and vanilla, with some background pear, hay, dusty cocoa, ginger, and lemon grass. similar follow through on the palate, with a creamy mouthcoating texture throughout and a drying finish. nice anytime. 
"
"signatory 'mosstowie' (distilled at miltonduff), 27 year old, 1979 vintage, cask # 12759, 54.1%",Single Malt Scotch,82,200,"a pleasing malt all around, if not overly complex or challenging. clean, full malt foundation (the lomond still is obvious), vanilla, and butterscotch with soft fruit and balancing dry oak spice that lingers on the finish. 
"
"gordon & macphail (distilled at mortlach) 15 year old, 43%",Single Malt Scotch,82,80,"another catch-up from g&m, this time from the ‘beast of dufftown.’ immediate substance and solidity, which is what you want from mortlach, but there’s also thick-cut marmalade and cumin. only with water, however, does the classic meatiness emerge—like a lamb tangine with apricot. a cleaner, slightly lighter side to the flora & fauna 16 year old, but with heft and a burnt licorice sweetness. a great introduction to a classic distillery."
"old pulteney, 21 year old, 46%",Single Malt Scotch,82,100,"this 21 year old expression is lighter in color and not as sweet or fruity as the younger 17 year old also reviewed here. very mouthcoating in texture, with notes of dry vanilla, fat barley, coconut, citrus fruit, and pineapple. long, intensely appetizing, dry salty finish. as an aperitif, or perhaps with seafood. 
"
"signatory (distilled at rosebank), 15 year old, 1990 vintage, cask # 1509, 56.6%",Single Malt Scotch,82,100,"the distillery closed in 1993. very fragrant, with a potpourri of dried spice, herbs, and (to a lesser degree) flowers on the nose and palate. the spices are accentuated by mint tea, fennel, clove, and faint vegetal notes. dry, spicy finish. not an elegant rosebank, but rather, this is rosebank with an attitude. 
"
"the speyside, 12 year old, 43% abv",Single Malt Scotch,82,30,"a relative newcomer to the scotch whisky industry, having just turned 12. and over the past decade, we’ve had plenty of opportunity to watch this whisky mature, as it was first bottled after a few years as drumguish, and then under the speyside name as an 8 year old and 10 year old before this 12 year old expression. this whisky continues to develop with age. the foundation of this particular bottling is a generous serving of toffee, nuts, and vanilla fudge. fruity, golden raisin and peach notes provide contrast, with toffee and subtle oak on the finish. whisky for dessert, anyone? 
"
"talisker, 20 year old, 59.7%",Single Malt Scotch,82,200,"style: highland (isle of skye) single malt scotch color: antique amber aroma: toffee, cookies fresh from the oven, waxy ripe fruit, bonfire smoke and damp peat, with background notes of pepper, brine, smoked kippers, and a hint of seaweed. palate: similar to its aroma. full-bodied and quite thick in texture. dry, smoky, peppery finish. 
"
"tomatin decades, 46%",Single Malt Scotch,82,100,"this bottling celebrates distillery manager douglas campbell’s 50 years of service at tomatin, and includes casks from 1967, 1976, 1984, and 1990, along with a peated tomatin from 2005. the nose is initially slightly musty, with faint peat smoke, sweetening to mild vanilla, with new leather and peaches in time. full-bodied, relatively dry on the palate, with the european oak casks in the ascendancy here. raisins, dark chocolate, and licorice. medium to long in the finish, drying, with spicy oak. "
"tormore, 12 year old, 40% abv",Single Malt Scotch,82,42,"soft and creamy in texture. a delicate mélange of fruit and a teasing nuttiness balance nicely with the whisky’s gently sweet notes of lightly toasted marshmallow and caramel, finishing soft and pleasingly dry. a very smooth whisky you could drink all day long. 
"
"tullibardine, 1992 vintage, 46%",Single Malt Scotch,82,50,"fresh and clean, with notes of creamy barley, cut grass, coconut marshmallow, pencil shavings, and oatcake. soft finish. subtle spice dances about in the background. bottling at 46% adds to the richness. a soothing whisky. 
"
"tullibardine 225 sauternes, 43%",Single Malt Scotch,82,70,"tullibardine 225 sauternes is finished in sauternes dessert wine casks from chateau suduiraut in bordeaux, and the nose majors in citrus fruits, vanilla, pepper, and a discreet herbal note. citrus fruits carry through to the spicy palate, with jaffa orange to the fore, plus malt. spicy to the very end, with milk chocolate and a suggestion of passion fruit."
"oban 14 year old, 43%",Single Malt Scotch,82,65,"a much-beloved malt in the u.s. some say it’s because it is easy to pronounce (though having said that, remember it’s ‘oh-bin’ and not ‘o’bahn’). i’d prefer to think its popularity is because there is something about the fresh cleanliness of the nose, its orange oils, chocolate, and zesty-zingy and yes, occasionally salty spiciness that is instantly appealing."
"eades speyside 'double malt', 46%",Blended Malt Scotch Whisky,82,70,"an equal marriage of longmorn and glen moray whiskies. quite a fruity adventure, with zingy notes of bramble, strawberry, rhubarb, sultana, nectarine, and plum. all this fruit sits on a bed of creamy vanilla malt (the longmorn influence is quite evident) that coats the palate long after the finish."
"eades islay 'double malt', 46%",Blended Malt Scotch Whisky,82,70,"consists of 60% bowmore and 40% caol ila. bold, youthful, and somewhat medicinal (as would be expected), with peat smoke, tar, pebbles on a beach, and boat docks. additional flavors of smoked olives and exotic pepper add intrigue, while honeyed malt notes soothe the palate and provide balance.
"
"wemyss vintage malts 'the peat chimney,' 8 year old, 40%",Blended Malt Scotch Whisky,82,40,"aggressive earthy smoke, tar, fiery pepper, bath soap, and ginger tamed by toffee and ripe malt. lingering smoldering peat, anise, and tobacco. for those who like smoky whiskies young, aggressive, and unabashed.
"
"wemyss vintage malts 'the spice king,' 8 year old, 40%",Blended Malt Scotch Whisky,82,40,"nectarine, tangerine, toffee, and vanilla on the nose. there’s also teasing smoke, if you look for it. the sweet fruity notes start at the beginning of the palate, then cinnamon, nutmeg, cut hay, and smoke kick in. lingering cracked pepper, clove, and distant smoke. good gritty texture. dynamic stuff for a young whisky.
"
"wemyss the peat chimney 12 year old, 40%",Blended Malt Scotch Whisky,82,55,"the problem with selling your whisky by description is that if you don't deliver what you've claimed in the name, you're in trouble. that's a little bit how it was with these whiskies when they were seven years old. at this age, though, these are big boy whiskies and there is plenty of peat, seaweed, oil, barbecued fish, and salty sea notes to keep you hooked. nicely balanced with fruit, too.  £35"
"lombard speyside, 8 year old, 43%",Blended Scotch Whisky,82,30,"quite fragrant and fairly sweet (but not cloyingly so), rich with nutty toffee, nougat, and bright summer fruits. clean, gently sweet finish. well rounded, nicely matured for its age and, at $30, a good value these days. a versatile whisky to keep in the drinks cabinet; it’s enjoyable enough sipping neat or with a splash of water, but (at this price) you won’t cringe if your guests drink it on the rocks or use it as a mixer. "
"smokehead, 43%",Single Malt Scotch,82,55,"youthful and fiery, oozing with testosterone. toffee apple intoxicated with kiln-trapped peat smoke, charcoal ash, anise, honeyed malt, brine, peppered seaweed, kippers, and damp earth. brisk and warming. okay, this is a young, “in your face” islay single malt. young islay whiskies show the true character of islay (which i like), and this is a young one. ideally, i’d like to see another five years, not chill-filtered, and bottled at 46% abv, but there’s still a sort of “raw edge” attraction here."
"singleton of dufftown reserve collection unité, 40%",Single Malt Scotch,82,58,"very singleton of dufftown: while that means easy drinking and approachable, it also
can suggest a single malt without a spark of wayward genius. this is,
typically, very ordered: nuts and honey with malt and pecan pie underneath. as
it opens there’s dried lemon, oak, dried fig, and (dilute) pencil shavings. the
palate is—typically—sweet and thick, though here with a refreshing sharpness,
like a mix of wine gums and cider. i’d add a rock or two of ice. (travel retail exclusive) £38/1 liter"
"hazelburn cv, 46%",Single Malt Scotch,82,52,"hazelburn cv is the non-age-statement version of springbank’s unpeated, triple distilled single malt, introduced in 2010 to accompany the existing 8 and 12 year old variants. initially slightly mashy and herbal on the nose, with acetone and cigarette packets. citric and more malty with time. orange, ginger, vanilla, and sherbet zest on the spicy palate. the finish is medium in length and spicy, with a slight suggestion of salt. a fresh, breezy, aperitif dram. £33 (not available in the u.s.)"
"master of malt speyside single malt 30 year old, 40%",Single Malt Scotch,82,157,"master of malt is an online whisky retailer, branching out with its own bottlings. this, from an unnamed distillery, is lightly honeyed with some quince, apricot, and yellow plum, while there’s a mix of vanillin and dry bracken/grass behind. light, clean, and balanced, the palate is refined and relaxed with demerara-like sweetness and a finish of honey-coated nuts. i wanted more oomph on the palate, which might have come at 43% or 46%. £100"
"master of malt reference series ii, 47.5%",Blended Malt Scotch Whisky,82,91,"this laudable effort of comparative whiskies explores the effect of age by combining four parcels of stock in different proportions. the older whiskies produce an enticing nose of marmalade-encrusted ham on the bone, grist, and worn sandpaper. it’s sugary sweet with ripe melon before the sherry takes control and dishes out cherry candy and papaya. held in the mouth, it develops layers of creamy latte and milk chocolate as the fruit fades. more to get your teeth into here. £54"
"master of malt 10 year old, 47.5%",Blended Scotch Whisky,82,64,"batch 1 of this new blend brings oxidized apple, maple syrup, crispy potato skins, soft spices, and nutmeg grated over eggnog. rich strands of citrus, mint, and raisins mingle, building in intensity to greater spiciness at the swallow, where ginger and burnt sugar emerges. undiluted, there is a hot, spicy, slightly acrid finish dominated by the ginger. water adds melon, mandarin, and apple and manages to keep the ginger in check. £40"
"shieldaig classic, 40%",Blended Scotch Whisky,82,18,"in blended whisky terms, this isn’t for the faint-hearted, and joins a number of recent releases prepared to show off its
darker, grittier side. it’s a big flavored blend, with its heart in the islands, and with oily coastal notes reminiscent of a delicatessen: brine, salty cheese, some crab apple relish, and smoked fish. it’s a rugged bruiser, but it makes its mark with some style."
"monarch of the glen 8 year old, 40%",Blended Scotch Whisky,82,15,"standard blends fall into two categories: those that will behave nicely when mixed to offer almost non-whisky experience, and those that are feistier and want to make sure you know they’re there. this is the former, and with whiskies like this one, it’s possible to blink and miss it. that doesn’t make it bad; just indistinctive and unexceptional. there is little sign of the wood here, but the delicate, sweet apricot notes just do enough."
"douglas laing provenance 8 year old (distilled at ben nevis), 46%",Single Malt Scotch,82,67,"this single cask (#10328) bottling was distilled in the summer of 2006 and matured in a refill hogshead. the nose is initially slightly mashy, with savory notes, becoming more floral, with caramel. bold and spicy on the palate, with roasted meat and underlying citrus fruit and herbal notes. mildly metallic dark chocolate in the medium-length finish.  £42"
"douglas laing old particular (distilled at glenallachie) 22 year old, 51.5%",Single Malt Scotch,82,130,"light gold. a little shy initially, but glenallachie isn’t noted for its effusiveness. it has a clean and slightly nutty aroma, with light honey alongside grilled hazelnut. the palate is fairly crisp and slightly bunched up to start, until this nutty sweetness expands in the center. ever so slightly oily. water flattens the aromatics a bit, but allows the flavors to spread gently. all in all, a decent example of an uncommonly seen single malt. £85"
"douglas laing provenance (distilled at fettercairn) 2003, 45%",Single Malt Scotch,82,56,"an 11 year old fettercairn from douglas laing, this is an undemanding but pleasing highland dram. it comes from a distillery which tends to polarize opinion among drinkers. the nose is light and crisp, slightly floral, with pear juice and a hint of honey. sweet and spicy on the palate, with hazelnuts and drinking chocolate. powdery in the finish, with tangerines and a suggestion of parma violets. £37"
"douglas laing old particular (distilled at macallan) 21 year old, 51.5%",Single Malt Scotch,82,101,"full gold. a solid middle-weight macallan with some putty/play-doh, and even after this length of time, a certain youthful airiness. this slightly lean aspect gives way to an almost suety richness. when neat, the palate is a little jumbled: caramelized cask-derived notes, cereal, oiled jackets. water improves things, releasing an aroma akin to chenin blanc, then cooked pear and a big hit of sugared almonds on the back palate. £69"
"douglas laing single minded speyside 15 year old, 46%",Single Malt Scotch,82,88,"a broad and humid aroma, like walking through hot bracken in the summer. quite substantial, with lemon, pecan, and, in time, chestnut. it’s this last aroma that carries through most strongly onto the tongue. there’s light grip, and even at 46% some level of heat. water reveals oak and pencil shavings/cedar, while the grip has now loosened. out comes a more crisp attack and hints of delicate top notes. the finish is pretty dry. £56"
"the exclusive malts  (distilled at caledonian)  28 year old 1987, 52.1%",Single Malt Scotch,82,191,"overripe cantaloupe, green apple, banana custard, and whole almond are the main soloists, though they are accompanied by a linear grain overture running through it. a quartet of golden sultana, mint, ginger, and pepper play the opening movement, then sit back as toffee-dipped banana flavors orchestrate a delicious climax before a diminuendo into minor chords, with sour gooseberry and herbal notes to finish. water works well, elevating bright notes of lemon sponge on the palate. (238 bottles)"
"the exclusive malts blend of malts 20 year old 1994, 50%",Blended Malt Scotch Whisky,82,100,"whiskies from undisclosed speyside and highland distilleries are blended together in first-fill sherry butts. on the nose it’s an alluring blend of orange, cherry, toffee, salt, and ginger. the entry follows the nose with toffee, orange, ginger, and malt. things begin to drop off in the mid-palate, which is very focused on salt and ginger, with strong alcohol undertones. the alcohol drives and defines a dry finish that's absent of much of what's so alluring about this whisky. (u.s. only)"
"single malts of scotland (distilled at bunnahabhain) 25 year old, 50.4%",Single Malt Scotch,82,206,"gold. quite sweet and spicy nose. light cinnamon and that distillery ginger edge. there remains a light cereal aspect to the background, but it is considerably more youthful than the age suggests. the palate is equally sweet and direct, with excellent spicy concentration. water shows that there is some weight here, reminiscent of honey-nut cornflakes (with cream). the nose now hints at some oxidation, the palate retains peppery freshness. it’s another i’d have kept in cask. £135"
"grand macnish sherry cask 15 year old, 40%",Blended Scotch Whisky,82,35,"naming your blend “sherry cask” retains an air of ambiguity to it. theoretically, it could be the maturation or finishing vessel for all or some of the constituents. the whisky is light-bodied and the sweet sherry is evident, though a nip of bitterness interrupts. smoother on the palate than the 12 year old, there’s strawberry, raspberry, and background spice, with a blackberry note late in the finish. overall, there’s less flavor development, but it’s an old-school kind of blend."
"strathclyde 12 year old, 62.1%",Single Grain Whisky,82,73,"an official strathclyde from chivas bros., presented in its squat bottle from their under-appreciated cask strength edition series. i found a peculiar nose comprising shafts of lemongrass, garlic bulb, root ginger, taffy candy, and green tea. as an iron dram, it’s oily and bold, with coconut, fresh mint, and green pea, with a savory note tugging at the taste buds. dilution highlights scallions, a light creamy toffee, and reese’s peanut butter cups. curiously intriguing: for bold flavor explorers only. £43"
"adelphi (distilled at glenrothes) 7 year old, 67.4%",Single Malt Scotch,82,135,"massive with a huge sherried attack; seven years is the right time to bottle. there’s light raisin, date, and fig roll/treacle toffee, but it’s a funny one as it develops; while it is superficially impressive, it becomes clear that the oak-driven and distillery-derived parts, aren’t talking to each other. water brings out light cask-driven sulfur. on the palate, the black fruits and demerara rum take initial charge along with menthol. it’s tannic already, though. lacks integration, but what else to do?"
"port dundas 12 year old, 40%",Single Grain Whisky,82,50,"it’s been four years since diageo last released an official single grain whisky from this glasgow distillery. this will kick off your evening with its aromas of golden syrup flapjacks, light vanilla sponge fingers, and waxy linseeds. the american oak notes are all over this: vanilla, sweet granola, and pecan, yet there is a squeeze of lemon and a square of milk chocolate too. the creamy finish has real length and makes this a most accessible grain whisky."
"the fat trout, 40%",Blended Scotch Whisky,82,25,"delicate nose of sherbet and melting heather honey layered over pleasant grassy and herbal notes. the texture is sweet, thin, and syrupy, with a slight vegetal note, before salted caramel reels it in, brimming over into a briny finish like a salty kiss. the grain clearly plays a major role. truth be told, the aromas and flavors work well, but the lack of weight makes it feel like a tiddler rather than catch of the day. (selected u.s. states, nz, switzerland)."
"label 5 classic black, 40%",Blended Scotch Whisky,82,17,"this is the foundation stone of the whole label 5 range and it’s a solid, reputable blend that works neat, with a rock of ice, or in cocktails. the digestive biscuits, dark walnut toffee, and fruit salad aromas concede to a rather inauspicious palate of burnt orange, malt biscuits, charred oak, and ground ginger. it’s lively through to its malt and spice conclusion."
"cadenhead’s (distilled at benriach) 1996, 46.5%",Single Malt Scotch,82,145,"once again, some assertive distillery character to the fore which, in benriach’s case, means plenty of ripe sweet fruits, cooked apples, a jag of citrus, and a background malty note. there’s a pleasant, slightly oxidative, wine-like note with water. the sweetness dominates the palate, with the nuttiness moving to hot breakfast cereal and, in typical benriach fashion, a sweet spiced finish. lovely, but not overly different from official bottlings."
"usquaebach reserve, 43%",Blended Scotch Whisky,82,40,"this blend is generously half malt and half grain, unusually selecting 16-18 year old malts. the result has a nose of rich honey and florals, resplendent in a citrus intensity: squeezed orange skin with a background note of dry crackers. the palate is orange and malty, with cola, faint spices, and a little waxiness, but the core feels a little hollow. a good length finish where the pleasant buzz has a slight peatiness rubbed in. a decent stand-up dram."
"old particular (distilled at cambus) 27 year old, 51.5%",Single Grain Whisky,82,126,"oh boy! it’s like tearing open a warm banana-and-toffee muffin, the steam bringing the moist, sweet goodness to your nostrils. roasted peach and neat orange cordial join the party. on the palate, the alcohol strength is noticeably strong, with flavors of red currant, cranberry, and black pepper. at the fruitier end of the cambus spectrum, this concludes with a whimper of spices, leading to a nip of cinnamon and bitter vanilla in the tail. (270 bottles) £87"
"bruichladdich octomore (edition 01.1), 5 years old, 63.5%",Single Malt Scotch,82,185,"this is the new super-peated (131 ppm phenol barley) bruichladdich. “super-peated” seems almost like an understatement. ultra-peated, perhaps? intense smoke on the nose and palate, with notes of freshly tarred road, cigar smoke and ash, licorice root, bacon fat, kalamata olive, and smoked seaweed. struggling to emerge are youthful orchard fruit, honeyed malt, brine, and soft vanilla. long, smoky finish -- like licking the walls of a peat-infused kiln. a very invigorating whisky. it’s a few years younger than the other ultra-peated whisky, ardbeg supernova. i think if they were both the same age, i would like them equally (and score them equally -- i gave supernova an 89). but the octomore does taste a little green, which was not noticeable in the supernova. i think octomore will be very good in another five years, and amazing in another ten. let’s hope the lads at bruichladdich are holding some stocks back."
"duncan taylor (distilled at invergordon), cask #15517, 41 year old, 50.2% ",Grain Scotch Whisky,81,200,"some of these older duncan taylor grain whiskies are very individualistic and exciting. with others, the wood has gotten the best of them (grain whiskies are light in body and thus vulnerable to excessive oak aging). this one, fortunately, gravitates more towards the former, with a rather reserved oak influence, given its age. a bit tight on the nose. rather sweet too, and somewhat viscous. notes of vanilla, crème brulee, marzipan, caramel-coated popcorn, brown sugar, toasted coconut, and subtle pineapple and papaya. a gentle dried spice finish rescues the whisky from all the sweetness.
"
"the arran malt, 10 year old, 46%",Single Malt Scotch,81,45,"a fruity-sweet whisky (but still quite light and lively), with notes of orange marmalade, lemon meringue pie, and apricot. there’s also an underlying vanilla maltiness that is balanced nicely by oak spice on the finish. a respectable effort for a 10 year old and versatile enough to drink any time of the day (but i would prefer it before dinner). 
"
"auchentoshan 10 year old, 43%",Single Malt Scotch,81,33,"light, clean, and delicate on the palate, with creamy vanilla, marshmallow, soft fruit (lemon, lime), and a touch of honey throughout. nicely balanced and uncomplicated. a whisky to appeal to both the malt and blend drinker. 
"
"scott's selection (distilled at auchentoshan), 21 year old, 1983 vintage, 52.4%",Single Malt Scotch,81,145,"surprisingly thick and oily in texture for a lowlander. there’s plenty of marshmallow, vanilla cream, and ripe barley, with interspersed cut grass, lemon, and mustard seed. drying oak spice notes on the finish. not as polished or refined as the distillery bottling of the same age, but it still has many redeeming qualities. 
"
"benromach traditional, 40%",Single Malt Scotch,81,35,"gordon & macphail purchased the benromach distillery from united distillers and reopened the distillery in 1998. they installed new stills and are using malt with a recognizable level of peating. this is first official bottling from the whisky that they themselves have made. the whisky is still youthful, but for a whisky of such youth it shows great balance, individuality, and promise. notes of vanilla cream, honey, and fruit (pineapple, pear) are peppered with nuances of smoke, herbs, and pine. youthful, vibrant finish. i eagerly look forward to tasting this whisky with a half dozen more years of aging. 
"
"benromach, 18year old, 40%",Single Malt Scotch,81,80,"nicely balanced, and easy to drink. pit fruits (peaches, apricots) and lemon are the dominant notes, with underlying vanilla cream, butterscotch, and a hint of honey. gently dry, delicately spicy finish. the most rounded of the four. 
"
"peerless (distilled at bowmore) 1966, 36 year old, 45.3%",Single Malt Scotch,81,160,"full gold color. layers of citrus fruit on the nose (especially seville orange, lemon, grapefruit), with just a faint hint of peat smoke and floral, herbal notes. light to medium in body. it tastes similar in many ways to its aroma-there’s plenty of citrus fruit. the fruit comes first, followed by the classic ""older bowmore"" oaky dryness. an echo of flavors repeats this sequence-first the citrus fruit, then the dry oak flavors. some peat smoke teases in the background, but is mostly restrained. fry, oaky, faintly peaty finish.
   style: islay single malt scotch whisky. price: approx. $160. available at select retailers. 
   this whisky is classic older bowmore (30+ years), with its exotic citrus fruit, distinctive oaky dryness, and faintest hint of peat smoke. "
"douglas laing old particular (distilled at bowmore) 15 year old, 48.4%",Single Malt Scotch,81,153,"bowmore in unusually oily guise here, with linseed oil, hot seashells, background water mint, completely integrated smoke, and a cooling note that brings to mind a lido (without any chlorine, i hasten to add). the palate has a limey lift which flows into a quite thick, creamy/oaty mid-palate, with the smoke bedding itself on the tongue. smoky and mineralic on the finish. water makes it even more gentle. a light expression for the early morning. £98"
"bruichladdich, 18 year old, 1986 vintage, 57.5%",Single Malt Scotch,81,140,"its color suggests sherry cask influence, and its aroma confirms. the initial impact on the palate is lush fruit, followed by a clean honeyed malt foundation. toffee and nuts emerge, with that satisfying bruichladdich freshness and brine kicking in on the finish, providing some balance for the somewhat waxy, sherried sweetness. (a park avenue liquors exclusive.) 
"
"bruichladdich laddie eight 8 year old, 50%",Single Malt Scotch,81,65,"another travel retail exclusive, and while you might expect something delicate given the age statement, what is delivered is a thick, buttery/creamy opening that, for a second, teeters on the brink of sourness then pulls back to be more like ricotta cheese. it then settles into vanilla, floral notes, white chocolate, and sweet barley. the palate is thick once again, with lemon cheesecake giving a needed clean acidity. quite a bulky youngster that’s best with water. (travel retail exclusive) £45"
"caol ila, 18 year old, 43%",Single Malt Scotch,81,65,"this caol ila was released the same time as the 12 year old, reviewed above. older isn't always better, especially with islay whiskies. i felt that way when comparing ardbeg 17 to ardbeg 10 year old, and i feel the same with these two caol ila whiskies. this 18 year old has the same flavor profile as the 12 year old. it's a well-rounded dram too, but it has lost the vibrancy and dynamic intensity of the 12 year old. if you want to experience caol ila in its entire youthful splendor-and save a few bucks while you're at it-then buy the 12 year old."
"mackillop's choice (distilled at caol ila), 26 year old, 1979 vintage, 43%",Single Malt Scotch,81,135,"mature and gentle, when compared to the 1990 expression above. if the flavors of the 1990 caol ila reviewed above are nakedly exposed, then this caol ila is wearing a winter coat. the same flavor notes are there, but they’re less noticeable. pleasingly salty, gently drying finish. 
"
"caol ila unpeated 12 year old special release 2011, 64%",Single Malt Scotch,81,84,"an established regular member of diageo’s annual set of special releases, this expression celebrates the lesser-known side of islay’s largest distillery; its production of a non-smoked expression. it was this unpeated style that saved caol ila during the great decimation of distilleries in the early 1980s. this example is intense and needs lots of water for its fragrance of cut grass, sherbet, and coconut water to emerge. the palate shows boiled sweets and has a pleasingly clinging quality. £53 "
"wemyss malts (distilled at caol ila) 16 year old 1996, 46%",Single Malt Scotch,81,109,"initially what we have are classic caol ila notes: cod liver oil, soft pear-like fruits, and a glimpse of lobster cooked in sea water. it’s not so much smoky as ozonic and, though it seems a little exposed with water, there’s a squeeze of lemon (for the lobster, maybe). on the tongue there’s a light ashy note before the mouth is slowly filled. any smoke is in check and understated. this is about citric freshness and salt. £70"
"murray mcdavid mission iv (distilled at clynelish), 1976 vintage, 46%",Single Malt Scotch,81,210,"thick in texture and palate-coating. ripe peaches and bananas, orange chocolate, english toffee, and a hint of damp oak on the nose. i can also detect brine, seaweed, peat smoke, and spice, but it’s a little clumsy. same story on the palate. not a bad whisky, but i expect more from clynelish. 
"
berry brothers & rudd (distilled at cragganmore) 1997 14 year old,Single Malt Scotch,81,93,"light straw. initially this is quite hot and a little dumb, with whiffs of indian spice — think turmeric and curry leaf — along with mint sauce (but no lamb) and a tickle of peat. the palate is quite intense and hot, with powdered almond, a grassy edge, and concentrated sweetness that starts in the center and builds toward the back palate. subtle, but can’t help wishing there was just a little more say from the cask. £59"
"deanston organic 15 year old, 46.3%",Single Malt Scotch,81,115,"deanston distillery has released its first organic single malt, aged for 15 years in new oak barrels. it is non-chill filtered.  stem ginger, white pepper, cloves, and vanilla on the nose. the palate is rich with intensely sweet early fruit notes, honey, more ginger, and now black pepper. becoming nuttier and slightly metallic in the finish with spicy oak and a hint of aniseed. (germany and travel retail) £80"
"blackadder raw cask #6437 (distilled at glen grant) 1971 vintage, 31 year old, 55.7% abv",Single Malt Scotch,81,175,"from a sherry hogshead, which is confirmed by its deep amber/crimson color. a very clean whisky for 31 years in oak, and its complexity is subtle. it’s sort of the antithesis of the blackadder longmorn also reviewed here. both are heavily sherried. the longmorn shows its age proudly, and is bold, complex, and a bit rustic. this one is clean, more conservative, and nicely balanced. you’ll find notes of honey-laced fruit, caramel, and toffee, with an infusion of nutty, ginger-spiced notes, leading to a polished oak finish. a straight-forward and uncomplicated speysider. 
"
"glen grant, 10 year old, 43%",Single Malt Scotch,81,45,"light (for a speysider), floral, fresh, and elegant, showing honeyed vanilla and lively fruit, along with a hint of marshmallow and hay. soft, dry finish. pleasant, straightforward, and uncomplicated. a good clean introductory malt that’s easy to embrace. 
"
"glencadam, 15 year old, 40%",Single Malt Scotch,81,60,"the first official distillery release to the u.s. since the distillery was purchased by angus dundee. this is a thick, mouth-coating whisky. notes of ripe malt, toffee, sweet berries, and caramel apples. it dries out quite nicely towards the finish, with spicy oak notes to keep it from becoming too cloying. 
"
"glenfarclas family cask 1962 (cask 2639), 48.9%",Single Malt Scotch,81,899,"more of a reddish hue, but as equally robust as the 1961 (see below). some baked characters alongside dried cherry and barberry, which shift toward balsamic-like concentration. hint of black pudding (blood sausage) and bitter chocolate. the palate is tight and tannic, with a hint of smoke and cooked dried fruits. water loosens the tannic grip, allowing licorice to show. (a u.s. exclusive.)"
