name,category,review.point,price,description,percent
"tullibardine 500 sherry, 43%",Single Malt Scotch,84,70.0,finished principally in pedro ximenez spanish sherry casks tullibardine 500 sherry has a fragrant nose with new leather beeswax apple and vanilla the palate is smooth and sherried with more leather brittle toffee orange peel honey and nutmeg the fruity finish is notably spicy with lingering wood polish notes ,43.0
"tullibardine custodians’ release 1970, 40.5%",Single Malt Scotch,84,1900.0,the second release in the custodians’ series was matured in two sherry hogsheadsone firstfill and the other secondfill this 46 year old is presented at cask strength the early nose offers herbal and menthol notes old resin citrus fruits then milk chocolatecoated peppermint creams… idiosyncratic the palate is quite thin with more citrus fruits almonds and developing wood notes the finish is lightly oaky and mouthdrying with a touch of black pepper,40.5
"oban distillers edition 1996, 43%",Single Malt Scotch,84,77.0,this is clearly oban time in montilla fino casks hasn’t diminished the fresh fruitiness the orange zestiness has also been retained like the ‘kinchie what the finish has done is allow the palate to thicken out and show what seems like a more mature personality a new heavy floral note emerges all in all there is greater concentration and ripeness with an added ginger note another edition that improves on the original,43.0
"the antiquary 12 year old, 40%",Blended Scotch Whisky,84,27.0,thick viscous golden syrup digestive biscuits and almond joy bars underpin some soft peaty aromas it’s rather an appealing combination satin smooth on the tongue with lemon lime orange and dried pineapple but enough malt to keep things interesting the finish riffs on a ripe lemon theme accompanied by spicy stardust for the few extra bucks the more mature component whiskies make for a richer fuller and more satisfying experience than the antiquary’s redlabeled bottle,40.0
"wemyss malts ‘caribbean fruits,’ 46%",Single Malt Scotch,84,127.0,wemyss malts names the sources of these single cask bottlings for the first time in the series ‘caribbean fruits’ is a 1990 glencadam the hogshead in which it was matured has yielded just 320 bottles sweet on the nose with apricots fudge creamy vanilla and drinking chocolate tropical fruits on the palate with malt hazelnuts and spicy oak tannins and cocoa powder in the finish £80,46.0
"wemyss malts cayenne cocoa bean 1997 distilled at clynelish, 46%",Single Malt Scotch,84,104.0,one of two single cask bottlings of 17 year old clynelish released by wemyss malts in the fall of 2014 the hogshead provided 373 bottles pineapple and nectarines on the nose with salted caramel mildly herbal the palate is rich and viscous with a sprinkling of pepper over sliced red apples sweet spices vanilla and hazelnuts lingering in the finish with lemon nutty and lightly oaked £68,46.0
"wemyss malts banquet of fruits 1994 distilled at aberfeldy, 46%",Single Malt Scotch,84,131.0,distilled in 1994 and matured in a single hogshead this 21 year old expression is part of wemyss malts’ 2016 midsummer single cask release rich stewed fruits honey and allspice on the pleasing nose voluptuous on the palate with spicy apple and cranberry the finish dries quite rapidly to aniseed and spicy oak 220 bottles £100,46.0
"wemyss malts velvet fig, 46%",Blended Malt Scotch Whisky,84,61.0,who could refuse a blend of single malts wholly matured in oloroso sherry casks? they’ve perfectly bottled the aroma of molten tiffin the chocolate cocoa biscuit raisin dried dates and walnut are all here sipping brings on chocolate coffee malt ginger nutmeg and dried fig there’s no slow reveal it pretty much lays its cards on the table immediately rather than developing flavors they extinguish one by one leaving a finish of cocoa and maltiness 6000 bottles £40,46.0
"wemyss malts rosy apple brûlée  distilled at invergordon 1988,  46%",Single Grain Whisky,84,115.0,perfect for fall like strolling through an orchard polishing a windfall apple before crunching into its juicy fruit nose of caramel dry worked wood banana chips cinnamon and indian spices the palate is warming with apple juice backed by a slowly growing spice note later caramels and a slight oxidized apple and brown peel note to end the finish has a mildly bitter apple tinge and buzzing spices the apple sings out with a dash of water 494 bottles £89,46.0
"black bull 12 year old, 50%",Blended Scotch Whisky,84,55.0,a solid presence in the range the strength and malt content continue to mark these out over their contemporaries grapefruit peels sliced juicy orange and lemon butter icing on the nose the palate is thinner than others in the range with crystallized orange fudge plus cardamom and mild pepper the finish of sugared satsumas is boosted by a long lasting trail of spices,50.0
"isle of skye, 8 year old, 43%",Blended Scotch Whisky,84,29.0,what a surprise really thick and malty for a blend there’s a high malt content here for sure and also nicely mature for 8 years old great balance too with the island aggressiveness tamed by a rich malty elegance delicious honey toasted oak firm peat dark chocolate and glazed citrus meld nicely with the malt leading to a honeyed lightlypeppered finish very enjoyable,43.0
"lombard gold label, 40%",Blended Scotch Whisky,84,17.0,"good weight to this blend creamy and mouthcoating on the palate with a nice malty honeytinged backbone bright fruitabounds with golden raisin lemon meringue peach and a hint of pineapple notes of creamy vanilla and gently nutty through to its soft finish 
",40.0
"islay mist, 17 year old, 40%",Blended Scotch Whisky,84,80.0,"deeper and darker when compared to its younger siblings but with the same personality drier especially on the finish with added oak resin espresso leather and tobacco bonus points for character
",40.0
"kilchoman single cask release cask #370 distilled 2008, bottled 2014, 59.8%",Single Malt Scotch,84,95.0,an uncommon exclusive bottling of a 6 year old cask strength malt light gold in color the nose is vegetal more peat bog than peat smoke with an undercurrent of pastry cream and rose it’s an odd combination of aromas the entry is flavorful and inviting with smoked pineapple clove and rose peak smoke arrives in full force in the midpalate which drops the sweet and becomes spicy the finish is mostly smoke but with a pleasant minty coolness  wyoming only,59.8
"kilchoman sanaig, 46%",Single Malt Scotch,84,75.0,a new and welcome permanent member of the core kilchoman range this comes from a mix of sherry finished and sherry matured whisky the nose kicks off with a lovely cigar ash notea cigar club toward the end of the eveningand while there are some dried fruits from the sherry kilchoman’s gentle light character gives energy and lemony liftshellfish grass and herbs lovely balance rounded softly fruity and highly approachable,46.0
"stronachie, 12 year old, 43%",Single Malt Scotch,84,50.0,a “branded” malt meaning we don’t know which distillery this whisky came from fresh and quite fruity peach nectarine golden raisin orange pineapple with a nice underlying honey vanilla and caramel sweetness soft gentle malty finish it’s clean nicely balanced and pleasant,43.0
"hazelburn 8 year old, 46%",Single Malt Scotch,84,70.0,hazelburn was first produced at springbank during 1997 it varies stylistically from ‘traditional’ springbank as it is triple distilled using unpeated malt the 8 year old expression has been matured in 60 percent exbourbon and 40 percent sherry wood the nose is fresh light fruity and faintly resinous with gentle spice sherbet malt and vanilla on the attractive and lively palate with developing spicy oak and a hint of pepper in the finish ,46.0
"master of malt boxes blend, 40.9%",Blended Scotch Whisky,84,90.0,master of malt is an online whisky company that seems to try its hand at most things and is bringing a fresh irreverence to the world of whisky this was created in partnership with the bass guitarist of british rock band athlete and it's rather good sweet and rich with toffee orange chocolate and honey it's another blend with a lot to say for itself  £55,40.9
"master of malt secret bottlings series 8 year old, 40%",Blended Scotch Whisky,84,35.0,master of malt has accumulated quite a trophy cabinet for their work on blends the nose is inviting with butter toffee bramley apples fennel seeds cut lawns and chocolatecovered oat biscuits it’s a pretty smooth proposition serving up caramel maltiness stewed apple and orange and grapefruit pith with just a hint of sharp lemon freshness to open up with the ginger finish is zappy but short a solid everyday blend,40.0
"double barrel talisker/craigellachie, 46%",Blended Malt Scotch Whisky,84,49.0,we don't see very much craigellachie as a single malt because most of it goes into blending and from that we might draw the conclusion that it's not particularly distinctive in its own right if it plays a role in this mix it's a submissive one then because after a not altogether enticing nose that has gooseberry green salad and some prickly chili pepper the palate is all about a mouthcoating big pepper hit that stays long into the finish €40,46.0
"auld reekie, 46%",Blended Malt Scotch Whisky,84,60.0,the old name for edinburgh has been hijacked for use on this mix of islay malts and appropriate it is the creosote damp outbuilding and oily rope nose is distinctive and strong the peat pronounced in the taste though gooseberry green melon and a trace of kumquat are also in the mix and there's pepper in there too but ultimately the peat holds out and brings up the finish ,46.0
"grant’s signature, 40%",Blended Scotch Whisky,84,29.0,brian kinsman’s new creation was inspired by their founder william grant with a remit to create a malty blend of character digestive biscuits malt honeycomb and confectioner’s chocolate melted over a bainmarie it’s a satisfyingly rich dram wellstructured with a great mouthfeel that wanes with natural dilution banoffee pie caramel biscuits and maltiness deepen to flavors of coffee bean and molasses leaving a teethcoating finish of black coffee uk and france only £18,40.0
"that boutique-y whisky company distilled at glentauchers 17 year old, 48.8%",Single Malt Scotch,84,76.0,it will soon be 120 years since this workhorse of a distillery came into being golden grahams sanded oak whole lemon floral blooms and cumin seeds on the nose but the whole confection is rather restrained the palate is sweet but could be too sweet for some scottish tablet caramel ripe banana granulated sugar and ginger loaf some late heat accompanies the sugary finish remember to brush your teeth before bed,48.8
"that boutique-y whisky company distilled at north british batch 1, 51.1%",Blended Malt Scotch Whisky,84,76.0,custard creams lemon peel and clotted cream create easygoing aromas on this drop from the mighty edinburgh grain distillery the palate moves rapidly through flavors of lemon cake and lime zest to grapefruit sharpness and fresh pineapple reaching a plateau of sherbet and tangerine like a bulldog chewing a wasp there’s lippuckering sharpness throughout though it’s judiciously dosed with sufficient sweetness to counterbalance it a great introduction to the delights of the single grain category 117 bottles £48,51.1
"that boutique-y whisky company distilled at caledonian 29 year old, 47.7%",Grain Scotch Whisky,84,74.0,as young a caledonian as you’ll find i found the nose rather underdeveloped crystallized lemon slices green banana solvents dry grasses and a sniff of nail polish remover in the mouth lemon flavors saccharine sweet honey and banana dipped in melted chocolate while the alcohol nips at the tongue a good trajectory redeems its character leaving deep throbbing spice notes in the finish with bitter citrus at the fringes,47.7
"that boutique-y whisky company distilled at invergordon 25 year old, 49.8%",Grain Scotch Whisky,84,49.0,more typical grain whisky territory here with a nose of cornflakes fresh cream cut grass filaments of orange peel and a curiously dull pepper note spice sweetness and citrus fight for dominance spice wins with a ko on sweetness and lays the citrus out cold on the canvas creamy chocolate notes tarnished with hot pepper on the finish though coffeepot flavors emerge with a dash of water,49.8
"sir edward’s 12 year old blended whisky, 40%",Blended Scotch Whisky,84,22.0,"a very different whisky to its unaged namesake and most unlike any of the other blends tasted for this issue that’s no bad thing
this is less sweet than most blends with tobacco leaf and ashtray to the fore and a dusty grainy note with a touch of oak grape skin and sweet heather that said not a lot of evidence of the 12 years in cask",40.0
"cadenhead’s distilled at braes of glenlivet 16 year old, 56.9%",Single Malt Scotch,84,100.0,i have a soft spot for the braes not only a forgotten part of speyside but the only distillery whose roof i’ve stood on anyway here you have yeastiness and a smell like justbaked sugartopped apple pie the fruit cracking through warm pastry sweet direct and slightly nervy braes is never going to be a heavy hitter but this is the ideal dram to conjure up fading memories of summer,56.9
"royal salute the diamond tribute, 40%",Blended Scotch Whisky,84,270.0,how can you really compare this to a quality blend priced under $50? it's hard not to view this as a victory of style over substance and i object to premium whiskies being just 40% abv but nevertheless this is excellently made and the blending of whiskies over 21 years is exemplary it's rich and viscous with light peach and plum notes and a pleasant earthy base,40.0
"douglas laing old particular distilled at craigellachie 18 year old, 48.4%",Single Malt Scotch,84,123.0,amber a thick nose with touches of fresh varnish and a little oiliness has some substance and weight and the heavy florals lily jasmine typical of mature craig alongside toffee the palate is ripe juicy and full the cask adding a slight resinous edge appears slightly smoky becomes fleshy even waxy with water and decidedly more elegant the tannins are supple and some herbal notes emerge it is at its best neat or with water on the side £80,48.4
"douglas laing old particular distilled at deanston, cask 10,426 1994, 51.7%",Single Malt Scotch,84,133.0,distilled in june 1994 this example of deanston was aged for 20 years in a refill butt which ultimately yielded 188 bottles quite shy on the nose a hint of starch gentle malt and ginger shows its true colors on the palate relatively fullbodied and sweet with peaches and overripe apricots softly spiced the finish is lengthy and sweet with cocoa powder and sprightly oak £87,51.7
"douglas laing provenance distilled at caol ila 6 year old, 46%",Single Malt Scotch,84,73.0,pale straw this is a classic young caol ila all elbows and knees there is sweetness but it’s counteracted by this briny edge and an aroma like firelighters in among smoldering peat shut your eyes and it could be mezcal the smoke envelops the palate while you pick out edible seaweed and smoked oyster on the tongue very bright and would make a good aperitif/highball £50,46.0
"douglas laing single minded speyside 24 year old, 46%",Single Malt Scotch,84,125.0,huge marzipan/almond notes greet you on the first sniff this then moves into an aroma like crepe bandage and even a hint of ointment then lychee and some maltiness the palate is surprisingly feisty with a little orange water brings out mash tun aromas and a pleasing whiff of sheep pens when diluted the palate is very pretty with the almond returning easy drinking £80,46.0
"douglas laing xtra old particular distilled at carsebridge 50 year old 1965, 40.1%",Single Grain Whisky,84,345.0,this was distilled the year before carsebridge joined scottish grain distillers under distillers company limited dcl it brings a nose of toasted muffins whole lemon light honey vanilla pencil shavings and a slight herbal hit smooth thick and viscous with light lemon honey gentle spices peach melba and toffee the finish is silky and mouthcoating rich and luxuriant a venerable pleasant old grain but it lacks the zing to become truly exceptional and distinctive 101 bottles £267,40.1
"the exclusive malts distilled at strathclyde 26 year old 1988 cask #62016, 55.1%",Single Grain Whisky,84,180.0,an uncommon 26 year lowland single grain whisky made from wheat and aged in refill bourbon casks oak is quite present on the nose but it's not alone there's also bright citrus pine and white cake the opening is softer with vanilla and apricot but it's only a brief respite before a very spicy midpalate focused around oak and white pepper there is a fair amount of fire from the alcohol which drives a very spicy and dry finish us only,55.1
"duncan taylor distilled at glenallachie 6 year old, 52.8%",Single Malt Scotch,84,84.0,another blast of new oak fat and creamy with distinct charred elements along with stewing pineapple banana fritters white chocolate suntan oil and a melting bar of nutfilled milk chocolate an instructive dram showing how maturity is very different from age with water some of the distillery finally pokes through to be honest it’s slightly too much for me like overdosing on cotton candy or sugartopped donuts £54,52.8
"macphail’s collection distilled at glenturret 2000, 43%",Single Malt Scotch,84,60.0,this 2000 vintage expression from glenturret was matured in refill sherry hogsheads before bottling in 2015 as part of gordon & macphail’s “macphail’s collection” range the nose is earthy with vanilla treacle and dark berries plus fruit spices fullbodied in the mouth with spicy zesty plums raisins cocktail cherries and nutmeg the finish is lengthy with black treacle cocoa powder and an edge of slightly bitter oak,43.0
"gordon & macphail connoisseurs choice 1999 ledaig, distilled at tobermory, 46%",Single Malt Scotch,84,78.0,this peated expression from tobermory distillery has been aged in refill remade hogsheads the nose offers earthy peat citrus fruit vanilla and smoked haddock in butter big sweet peat notes on the peppery palate with marshmallows and lively spices the spices linger to the close with peat embers and a hint of brine on the lips £60,46.0
"wemyss malts lead on macduff 2002 distilled at macduff, 46%",Single Malt Scotch,84,96.0,while most wemyss malts’ releases are named after flavor descriptors this one adopts a wellknown shakespearean reference a sherry butt filled in 2002 gave an outturn of 854 bottles the nose offers toffee bonbons coffee with condensed milk and finally farmyard aromas the palate is relatively sweet with spicy sherry notes and contrasting mildly citric fruit plus a slight earthiness the finish is medium to long with lingering spice and a carryover of coffee from the nose £57,46.0
"port dundas 18 year old, 43%",Single Grain Whisky,84,100.0,this is a little darker in color than its younger counterpart see below although it is achieved without the complex recipe of different cask maturation that characterized the 2011 special releases bottling weetabix hazelnut shells and the aroma of warm pretzels from a street vendor waft out of the glass it’s a soft silky wheatflavored whisky that reaches into dark toffee and nutty territory imagine a molten toffee crisp if you like a nougat and walnutwhip finish distinctively different,43.0
"strathmill 25 year old diageo special release 2014, 52.4%",Single Malt Scotch,84,475.0,light gold fresh and lightly nutty/biscuity combined with a gently swelling aroma of fruit syrups green grape lime or green jelly babies and quetsch with that nut flour underneath the palate is similarly smooth creamy and upfront with a decidedly acidic zing to the finish before the wood finally shows its presence a soft delicious whisky that ticks all the right boxes but doesn’t really set the world alight 2700 bottles,52.4
"highland queen 12 year old, 40%",Blended Scotch Whisky,84,76.0,at this age there are more linear displays of fruit and sweetness than the 8 year old behind the tarte tatin butterscotch light pepper and wood spice is a green verdant nose of wet foliage and public lawns in the morning mist it has a light to mediumweight texture of sugary butterscotch strawberry and raspberry developing around an oak and malt core when the fruit flavor withers there is a drop off in flavor leaving a malty melee £48,40.0
"syndicate 58/6 premium, 43%",Blended Scotch Whisky,84,160.0,an odd nonage stated blend that uses a solera system to get a drop of the original 1958 blend into the mix the blend is then finished for four years in oloroso casks it's a bit of blending gymnastics very sherry influenced with marionberry jam malt salt and oak the integration and flavors are nice but it all feels a bit muted a medium length and dry finish shows off some of the younger spirit in the mix us only,43.0
"label 5 gold heritage, 40%",Blended Scotch Whisky,84,45.0,master blender graham coull handselected a variety of aged stock and cask types for this new global addition to the label 5 range vanilla dark fruit and gentle spices on the nose but the appeal lies in the beautiful clingy mouthfeel warm marmalade nuts and oak flavors with whispers of cinnamon and clove combine to produce a creamy smooth dram it builds and builds but never feels like it fully arrives the finish is drying with dampeneddown spices €40,40.0
"mackillop’s choice distilled at tormore 1988, 55.6%",Single Malt Scotch,84,183.0,full gold good cask interaction here allowing a light tropical fruit element to emerge alongside peach and apricot juicy and sweet in other words with none of the usual tormore rigidity the palate is equally concentrated showing some heat with a decent degree of fleshy elegance water brings out more dry elements brown bracken hayloft it begins to firm up but it is good enough to change folks’ minds about this distillery £125,55.6
"glen turner heritage double wood, 40%",Blended Scotch Whisky,84,20.0,it’s double wood jim but not as we know it here the blend has been given a madeira finish presenting an appealing nose of spun sugar golden raisins cinnamon nutmeg and hazelnut the blend has a creamy texture with good weight to carry the flavors of orange peel mango and dried pineapple leading to a zesty spark on swallowing wood spices nuttiness and lingering toffee make for a satisfying finish the extra madeira maturation is understated and perfectly judged,40.0
"the lost distillery company classic selection benachie, 43%",Blended Malt Scotch Whisky,84,43.0,benachie formerly known as jericho was an aberdeenshire distillery built southeast of huntly that existed from 1822–1913 a dark amber dram with a nose of marmalade ground almond cherry lips and vanilla essence attractive but not overly aromatic cooked plums after a peppery rush begin an attenuated flavor journey exiting with a spicy finale,43.0
"cadenhead authentic collection 28 year old distilled at highland park, 48.3%",Single Malt Scotch,84,191.0,distilled in 1985 this expression of highland park was matured in a single bourbon cask that yielded 252 bottles green apples tinned mandarin oranges linseed and a hint of smoky chocolate on the nose sweet spices coconut and mild peat smoke on the light palate lingering peat smoke root ginger and a touch of vanilla in the mediumlength finish £120,48.3
"cadenhead’s distilled at caol ila 1984, 50.7%",Single Malt Scotch,84,400.0,surprisingly punchy for its age there’s very little cask activity here so what you get is a reduction of caol ila into oils lanolin and whiffs of the harbor drying fishing nets rather than overt smokiness the palate is gentle and shy with an unctuous feel that drifts into poached pear and light cream delicate but also oozing with character best neat,50.7
"cadenhead’s distilled at glentauchers 1989, 55.2%",Single Malt Scotch,84,275.0,this example of the littleseen glentauchers immediately shows classic distillery character which is in the green grassy camp this verdant aspect continues into fresh fruit salad with enough ripeness to indicate the time spent in cask this mix of freshness and weight extends onto the tongue although the impact fades soon after a light spicy tingle on the back palate i’d happily have a couple,55.2
"hepburn’s choice distilled at blair athol 12 year old, 46%",Single Malt Scotch,84,56.0,this single cask bottling from langside distillers was aged in a sherry butt and bottled in 2015 candied orange peel on the early nose soft sweet sherry and glacé cherries fragrant with milk chocolatecoated turkish delight sweet spicy sherry plus pepper and cinnamon on the uncomplicated palate fruity spices in the mediumlength finish 222 bottles robertsons of pitlochry exclusive £45,46.0
"douglas laing old particular distilled at girvan 25 year old 1989, 51.5%",Single Grain Whisky,84,117.0,from the most westerly grain distillery in scotland comes this wee charmer offering coconut fondant galia melon fresh cream and a pleasing fragrant foliage note walking through dense reed beds in early summer a big juicy dram with citrus tropical fruits and dabs of white pepper heat the creaminess builds as dilution occurs then it reaches a natural plateau and hits cruise an intensely tangy and long finish of dried fruits 232 bottles £81,51.5
"douglas laing old particular distilled at north british 27 year old 1988, 50.2%",Single Grain Whisky,84,122.0,drawn from a single refill barrel the nose is like a day in the life of a honeybee streams of pollen rich nectar heady scents of flying over bright summer flowers and summer picnics of white peaches and lemonade before returning to the hive to the sweet sticky honey it’s quite a buzz there’s an acidic palate of lemon juice lime honey and lemon pith bordering on bitterness the finish is incredibly dry like someone just invented lemonscented sandpaper 168 bottles £85,50.2
"douglas laing old particular distilled at strathclyde 27 year old 1987, 51.5%",Single Grain Whisky,84,124.0,creamy vanilla freshcut grass gentle herbal notes murray mints and the warm newsprint wrappers of fish and chips on the coast in a lovely comforting way the cereals provide a sweet biscuit note butterscotch candy gingersnaps and a nip of aniseed the outturn of cask #10804 its taste develops with dried orange peel cookie dough and vanilla quite scrumptious fading slowly it leaves behind gentle spices and syrupdrizzled popcorn 198 bottles £86,51.5
"port charlotte 2007 cc01, 57.8%",Single Malt Scotch,84,98.0,an immediate and perhaps surprising smokiness which brings to mind caskaged mezcal tepeztate to be precise and it is this green celeryaccented element playing off some oily nutty and farmyard notes that gives balance and intrigue water reveals its youth but there’s enough cask action to add some weight to the palate where the natural sweet spirit shows itself keenly priced worth a look next time you are flying travel retail exclusive £68,57.8
"wolfburn the kylver series, 46%",Single Malt Scotch,84,81.0,matured in bourbon casks this is the second release from the fledgling caithness distillery clearly youthful on the nose but not raw with ginger melon and background resin ultimately mildly floral chili notes on the relatively dry palate with nutmeg and spicy oak the finish is on the short side of medium in length peppery and slightly bitter once decanted this dram improves significantly and is rated on that basis 1200 bottles£65,46.0
"bruichladdich octomore 6.1 5 year old, 57%",Single Malt Scotch,84,161.0,smoke comes at you immediately the morningafter smoke of a spent fire mixing with reeds and rushes a touch of coconut and light oak water is needed to bring out sweetness alongside the bandaid note typical of many young peaty whiskies the palate is a lot sweeter than the nose suggests bold and quite thick honey adding a sticky quality that then moves into creosote and antiseptic cream it needs hefty degrees of dilution a work in progress £100,57.0
"exclusive regions single grain distilled at north british 10 year old, 50%",Single Grain Whisky,84,55.0,the nose has a conspicuous grain quality to it like a bouquet of flowers in a nail salon in addition to acetone there is orange fondant and the smell of new legos soft marshmallow and orange cream dilute to strawberry candy soft peaches and pineapple but it’s all swept aside by a tabasco jackhammer that ricochets between the tongue and palate finish of gatorade fruit punch and ginger root 246 bottles,50.0
"jamie stewart, 40%",Blended Scotch Whisky,84,16.0,with whiskies aged for 5 years in bourbon barrels this has a pleasant nose of dark toffee vanilla toasted whole grain bread and light spices the mouthfeel is a bit flabby chocolate and toasted spices especially cinnamon and pepper are quelled by malty caramel baked orange and touches of old leather the finish is dry malty and slightly nutty with a hollow core of spices a bit dour overall,40.0
"john barr reserve, 40%",Blended Scotch Whisky,84,25.0,this blend has been a whyte and mackay whisky for 25 years the nose has spice toffee wheat biscuits and smoke but the combination feels a little benign the palate is jammy lightweight and middleoftheroad with a backbone of grain there are flavors of graham cracker chocolate ganache wellbaked fruitcake banoffee pie smoke and dried peels with a burst of spices on the finish,40.0
"cardhu, 12 year old, 40%",Single Malt Scotch,83,43.0,this soft bright easygoing whisky is back in the us after being absent for several years very fragrant with vibrant fruit nectarine plum guava pineapple clementine honeyed vanilla and subtle macadamia fairly light a predinner or leisurely afternoon malt perhaps? but evenly balanced a gentle introduction to single malts for the blended scotch drinker ,40.0
"compass box oak cross, 43%",Blended Scotch Whisky,83,40.0,"a blend of three different single malts its name derives from the fact that the whisky is aged in american oak bodies with french oak heads a cross of both oaks there’s no age statement but the whiskies are all older than ten years this is a gentle subtly complex somewhat lithe easy drinking whisky and with less oak spice than its predecessor the spice tree people think whisky is an afterdinner drink but i think this would make a great aperitif because of its delicate dry spice notes and light body i’m picking up evenlyproportioned notes of vanilla and coconut with more subtle notes of clove anise and delicate fruit all wrapped up in a gentle malty body a very versatile whisky 
",43.0
"the famous jubilee, 40%",Blended Malt Scotch Whisky,83,39.0,a tribute this time from edrington group in the form of this oneoff blend of the famous grouse the sherried element seems to have been upped as it shows lavish amounts of dark chocolate black cherry and a little treacle with some orange peel and with water raspberry and heather  the palate shows a hint of smoke and builds through rich flavors to a toffeeaccented finish subtle and long £25,40.0
"johnnie walker explorers’ club collection the gold route, 40%",Blended Scotch Whisky,83,95.0,described as “an exotic mix of bananas mango pitaya pineapples guava passion fruit and raisins all balanced perfectly by deep charred peaty notes” it sort of is but this isn't a soft silky smooth dessert whisky it's rod stewart singing air supply's “all out of love” it's soft and gentle but the gravel may put off the softies and it's far too bland to appeal to fans of maggie may between a rock and a hard place,40.0
"wild scotsman, 15 year old, 46%",Blended Malt Scotch Whisky,83,85.0,"pleasingly aromatic and floral with lively fruit fresh cereal grain honey and vanilla cream subtle grassy hay notes add complexity a very friendly whisky conjuring up images of a sunny afternoon in spring 
",46.0
"black bottle, 40%",Blended Scotch Whisky,83,25.0,in terms of bang for your buck this has always been one of the very best blends punching well above its weight whether you feel the same about this revamped version depends on how much you want a peat punch previously rough and gutsy this is softer with more licorice and treacle but also more younger sappiness smoke has the last say but it's like an aging sportsman replacing energy and attitude with guile and subtlety,40.0
"ardmore, 25 year old, 51.4%",Single Malt Scotch,83,195.0,ardmore is a rising star in the world of single malt until four years ago it was little known in its own right its main purpose being as a key malt in teacher’s then ardmore traditional was released and it’s been winning over drinkers ever since that malt is a delicatessen whisky smoky oily and savory a unique highland malt with much to recommend it this is a different proposition altogether it’s clean and sweet with pineapple candy dusty and almost incenselike spices and a liberal dose of sweet peat some citrus notes too the peat holds out until the end with impressive effect there’s talk of this becoming a permanent part of the ardmore portfolio let’s hope so it’s further proof that ardmore is a very interesting distillery indeed travel retail and selected specialist whisky shops ,51.4
"the arran malt, st. emilion wine cask finish limited edition, 50%",Single Malt Scotch,83,80.0,rich good body blueberry muffin black cherry a lot of tannic grip perhaps a little too much for balance not as polished as the pomerol or madeira,50.0
"arran machrie moor 5th edition, 46%",Single Malt Scotch,83,62.0,arran distillery has been making peated batches of spirit since 2004 and this nas bottling is the fifth release of that spirit peated to 20 ppm the outturn is 12000 bottles nutty peat spicy malt toffee and lemon on the mildly savory nose vibrant on the palate with lots of citrus fruit a bonfire smokiness develops steadily with spice nuts and plain chocolate through to the relatively long finish which features a persistent citric note,46.0
"auchentoshan, 16 year old, 53.7%",Single Malt Scotch,83,120.0,"a very textural whisky incredibly creamy with mouthcoating vanilla honeyed barley hay linseed oil clementine and subtle peach the whisky continues to cling to the palate long after the finish it’s what you would expect auchentoshan to taste like but bolder a nice whisky but lacking the polish of the standard 21 year old expression 
",53.7
"auchentoshan american oak, 40%",Single Malt Scotch,83,40.0,american oak is new to the auchentoshan core range in 2014 and is the first release from this lowland distillery to be matured solely in firstfill bourbon casks an initial note of rosewater then madeira vanilla developing musky peaches and icing sugar spicy fresh fruit on the palate chili notes and more madeira and vanilla the finish is medium in length and spicy to the end,40.0
"balblair 2004 bourbon matured, 46%",Single Malt Scotch,83,74.0,the bourbon matured variant of balblair’s two travel retail expressions of its 2004 vintage is available on a worldwide basis light and delicate on the initial nose with ripe pear melon lemon watery toffee and hints of honey and ginger sweet orchard fruits on the palate with developing cinnamon coconut and crème brûlée tingling spices in the finish with slightly drying oak,46.0
"the balvenie new wood, 17 year old, 43%",Single Malt Scotch,83,90.0,"the telltale rich honeyed balvenie personality is spiced up by finishing it off in new charred oak casks making a normally masculine whisky even bigger the honeyed malt impacts the palate first with intermediate notes of citrus fruit followed by dried spices cinnamon vanilla ginger and cocoa the new oak impact is most evident on the whisky’s long dry spicy finish a nice whisky but perhaps a tad too much new oak for greatness? 
",43.0
"the balvenie signature, batch #1, 12 year old, 43%",Single Malt Scotch,83,55.0,"good straightforward moderately sherried balvenie classic honeyed notes combine with vanilla ripe barley glazed citrus apricot marmalade cinnamon and nutmeg a nice entry level balvenie a solid effort 
",43.0
"duncan taylor 'rarest of the rare' distilled at banff, cask #3421, 30 year old, 1975 vintage, 43.5%",Single Malt Scotch,83,225.0,"very fruity and spicy high bright fruit notes of lemon mandarin and mango with a sprinkling of ginger and powdered vanilla oak kicks in on the end leading to a fairly dry finish which is not surprising for a 30 year old whisky 
",43.5
"the benriach arumaticus, 12 year old, 46%",Single Malt Scotch,83,85.0,"finished in a dark rum cask notes of peat smoked mackerel and suggestions of charcoal married with molasses vanilla wafer golden raisin cantaloupe and a dollop of honey it’s missing the more defined fruit notes that the other two have i’d like to see this at 15 years to give it more depth 
",46.0
"the benriach 16 year old, 46%",Single Malt Scotch,83,90.0,"in the same genre as benriach 12 year old reviewed below but more concentrated with additional notes of resinous oak light toffee and soft caramelized pear 
",46.0
"benriach, sauternes wood finish, 16 year old, 46%",Single Malt Scotch,83,113.0,"lovely golden honey color lush and sweet the sauternes impact is obvious with honeydrenched apricot sultana and lemon gum drops vanilla candied nuts and subtle botanicals round out the palate decent oak grip on the finish keeps the whisky from being too cloying
",46.0
